Wall time,Step,Value
1684720758.6628637,49,0.24841904640197754
1684720762.178137,99,0.23947465419769287
1684720765.1773586,149,0.2447705864906311
1684720768.8451374,199,0.2380722612142563
1684720772.3465967,249,0.24236756563186646
1684720774.8798165,299,0.2348315566778183
1684720778.6731694,349,0.23443694412708282
1684720781.2092319,399,0.2357129454612732
1684720784.750565,449,0.23628030717372894
1684720788.3115184,499,0.2283172309398651
1684720790.909348,549,0.23653852939605713
1684720794.5024552,599,0.23251591622829437
1684720798.1897461,649,0.2472359836101532
1684720800.7761831,699,0.2268265187740326
1684720804.3183959,749,0.23535187542438507
1684720806.8737144,799,0.23375053703784943
1684720816.377947,849,0.23222877085208893
1684720819.946871,899,0.22952505946159363
1684720822.434473,949,0.23809601366519928
1684720826.0279915,999,0.2275056391954422
1684720829.7126956,1049,0.22956375777721405
1684720832.1762671,1099,0.21957430243492126
1684720835.9549692,1149,0.22533774375915527
1684720838.44663,1199,0.22461582720279694
1684720842.0014322,1249,0.23032847046852112
1684720845.4825888,1299,0.2258152812719345
1684720848.1970162,1349,0.23411203920841217
1684720851.6299744,1399,0.227491557598114
1684720855.2317693,1449,0.22531931102275848
1684720857.7220283,1499,0.22416825592517853
1684720861.3265116,1549,0.21900810301303864
1684720863.857254,1599,0.22674702107906342
1684720867.400424,1649,0.22161369025707245
1684720871.1175907,1699,0.21649610996246338
1684720873.8053184,1749,0.23001252114772797
1684720877.3613935,1799,0.21989625692367554
1684720881.0532727,1849,0.22016498446464539
1684720883.8381486,1899,0.2228148877620697
1684720887.5211453,1949,0.22036148607730865
1684720890.0611513,1999,0.2233654260635376
1684720893.5615134,2049,0.21424026787281036
1684720897.131752,2099,0.2096068263053894
1684720899.7612333,2149,0.22208362817764282
1684720903.4572165,2199,0.21527336537837982
1684720907.01144,2249,0.22326920926570892
1684720909.6828177,2299,0.2152024656534195
1684720913.2818727,2349,0.21433967351913452
1684720915.8420858,2399,0.22041569650173187
1684720919.3613415,2449,0.21819758415222168
1684720922.8651588,2499,0.20812976360321045
1684720925.5105584,2549,0.21787311136722565
1684720929.1092632,2599,0.20276352763175964
1684720932.7322774,2649,0.22126474976539612
1684720935.3726742,2699,0.20300954580307007
1684720939.0099747,2749,0.21148046851158142
1684720941.6267688,2799,0.20943760871887207
1684720945.3330176,2849,0.2097744345664978
1684720948.9979622,2899,0.20559847354888916
1684720951.5312605,2949,0.21599195897579193
1684720955.2412496,2999,0.19161191582679749
1684720958.7932248,3049,0.21338851749897003
1684720961.3573878,3099,0.20757272839546204
1684720964.8776314,3149,0.21129831671714783
1684720967.4861214,3199,0.2107609361410141
1684720971.1467438,3249,0.19399377703666687
1684720974.6989684,3299,0.21308420598506927
1684720977.3516364,3349,0.21173195540905
1684720981.0647457,3399,0.1928178071975708
1684720984.6414945,3449,0.2022748440504074
1684720987.231241,3499,0.18819235265254974
1684720990.8932054,3549,0.19264492392539978
1684720993.574006,3599,0.19964595139026642
1684720997.1827688,3649,0.21022473275661469
1684721000.8205602,3699,0.19934064149856567
1684721003.3281908,3749,0.2064899057149887
1684721006.8729959,3799,0.1814567893743515
1684721010.499261,3849,0.19393165409564972
1684721013.11855,3899,0.1932678371667862
1684721016.807589,3949,0.19291450083255768
1684721019.4019425,3999,0.19471940398216248
