Wall time,Step,Value
1684723898.7014909,49,0.24994617700576782
1684723902.1537335,99,0.2385866492986679
1684723904.6040947,149,0.24138998985290527
1684723908.0603817,199,0.23923717439174652
1684723911.5240545,249,0.24670927226543427
1684723914.054378,299,0.23698796331882477
1684723917.4780085,349,0.23723451793193817
1684723920.0478594,399,0.22978264093399048
1684723923.4941475,449,0.23721157014369965
1684723926.9975145,499,0.2274920791387558
1684723929.483828,549,0.23994706571102142
1684723932.925871,599,0.228772833943367
1684723936.4024665,649,0.237343430519104
1684723938.870435,699,0.23374775052070618
1684723942.414268,749,0.23611173033714294
1684723944.9345164,799,0.2354101985692978
1684723948.4884672,849,0.23578780889511108
1684723951.9300177,899,0.22734494507312775
1684723954.4176805,949,0.2394590973854065
1684723957.9005227,999,0.22770828008651733
1684723961.333036,1049,0.2351519912481308
1684723963.7927399,1099,0.22410929203033447
1684723967.229948,1149,0.24081732332706451
1684723969.8212335,1199,0.22832182049751282
1684723973.2740943,1249,0.23139701783657074
1684723976.7944233,1299,0.22754599153995514
1684723979.3048964,1349,0.24260175228118896
1684723982.9157705,1399,0.22492210566997528
1684723986.3434236,1449,0.23753753304481506
1684723988.8939333,1499,0.2262919396162033
1684723992.3299718,1549,0.2370261400938034
1684723994.8219705,1599,0.22706666588783264
1684723998.5077698,1649,0.23083648085594177
1684724002.147326,1699,0.22548620402812958
1684724004.6307478,1749,0.23232710361480713
1684724008.0500736,1799,0.22516074776649475
1684724011.4877467,1849,0.2259838730096817
1684724013.9234648,1899,0.22733846306800842
1684724017.4079173,1949,0.23011033236980438
1684724019.891951,1999,0.2290215939283371
1684724023.3025532,2049,0.2323499321937561
1684724026.74678,2099,0.22166311740875244
1684724029.3748982,2149,0.23856009542942047
1684724032.8945987,2199,0.21760402619838715
1684724036.3598764,2249,0.22499854862689972
1684724038.7940848,2299,0.22382120788097382
1684724042.2986364,2349,0.23382435739040375
1684724044.831826,2399,0.2242894321680069
1684724048.3797345,2449,0.22626294195652008
1684724051.8837984,2499,0.22064176201820374
1684724054.4220777,2549,0.23391123116016388
1684724057.8325024,2599,0.2228270024061203
1684724061.2985702,2649,0.22497937083244324
1684724063.7871926,2699,0.21586988866329193
1684724067.2859123,2749,0.22907650470733643
1684724069.7673144,2799,0.22642095386981964
1684724073.4335704,2849,0.22968217730522156
1684724076.8949308,2899,0.21999238431453705
1684724079.3910804,2949,0.22819066047668457
1684724082.895885,2999,0.2146550416946411
1684724086.4119856,3049,0.230146586894989
1684724089.0865645,3099,0.22198018431663513
1684724092.5411599,3149,0.22693222761154175
1684724095.2337902,3199,0.22713635861873627
1684724098.638564,3249,0.21883098781108856
1684724102.1491635,3299,0.2143903225660324
1684724104.6230917,3349,0.22166001796722412
1684724108.1074405,3399,0.2258339524269104
1684724111.609823,3449,0.21906034648418427
1684724114.1601365,3499,0.22211407124996185
1684724117.678704,3549,0.22135315835475922
1684724120.1394427,3599,0.22273731231689453
1684724123.6424072,3649,0.22333690524101257
1684724127.1445498,3699,0.22119447588920593
1684724129.5682514,3749,0.22765232622623444
1684724132.9795232,3799,0.21440234780311584
1684724136.3794796,3849,0.21379992365837097
1684724138.80624,3899,0.21936696767807007
1684724142.206973,3949,0.22675836086273193
1684724144.643223,3999,0.2247304618358612
