Wall time,Step,Value
1684721819.1475666,49,0.25344419479370117
1684721822.8255131,99,0.23786817491054535
1684721825.4110794,149,0.2442169040441513
1684721828.962983,199,0.2362596094608307
1684721832.6854467,249,0.24858543276786804
1684721835.3818579,299,0.23169687390327454
1684721838.9277468,349,0.2389044612646103
1684721841.4249773,399,0.23316513001918793
1684721845.0453033,449,0.23941221833229065
1684721848.5073218,499,0.23290295898914337
1684721851.1100078,549,0.2454516738653183
1684721854.652221,599,0.2328728437423706
1684721858.166549,649,0.24055540561676025
1684721860.6488013,699,0.23061542212963104
1684721864.0943532,749,0.24027137458324432
1684721866.6145298,799,0.2303706556558609
1684721870.1046047,849,0.23537181317806244
1684721873.6095712,899,0.22253070771694183
1684721876.165874,949,0.23566631972789764
1684721879.7607062,999,0.23074091970920563
1684721883.3856633,1049,0.23922023177146912
1684721885.8519006,1099,0.22737638652324677
1684721889.369934,1149,0.2302313596010208
1684721891.8462954,1199,0.23309054970741272
1684721895.3734944,1249,0.23107114434242249
1684721898.979228,1299,0.2243908792734146
1684721901.618774,1349,0.236707866191864
1684721905.0847628,1399,0.224996879696846
1684721908.6139739,1449,0.22863271832466125
1684721911.2605667,1499,0.22001716494560242
1684721914.7360337,1549,0.22972752153873444
1684721917.4454699,1599,0.22859452664852142
1684721921.1185231,1649,0.22922548651695251
1684721924.56618,1699,0.21777454018592834
1684721927.0451992,1749,0.23335279524326324
1684721930.4731817,1799,0.2192336469888687
1684721933.963336,1849,0.22529847919940948
1684721936.8182602,1899,0.22042100131511688
1684721940.3117278,1949,0.2278737872838974
1684721942.9020777,1999,0.22464902698993683
1684721946.6658187,2049,0.23282109200954437
1684721950.187004,2099,0.22465607523918152
1684721952.6628509,2149,0.23685495555400848
1684721956.1972198,2199,0.2195233404636383
1684721969.2954357,2249,0.2275581806898117
1684721971.7817123,2299,0.2197497934103012
1684721975.4448152,2349,0.22982949018478394
1684721978.0574038,2399,0.22536957263946533
1684721981.5105908,2449,0.22602654993534088
1684721984.9637225,2499,0.22156019508838654
1684721987.4992611,2549,0.23201441764831543
1684721990.9261866,2599,0.21628007292747498
1684721994.3738163,2649,0.22216685116291046
1684721996.8216856,2699,0.21195267140865326
1684722000.259548,2749,0.22044695913791656
1684722002.8989718,2799,0.21937821805477142
1684722006.439392,2849,0.22329431772232056
1684722009.9238687,2899,0.21831248700618744
1684722012.4935453,2949,0.22245432436466217
1684722016.1349964,2999,0.2117636501789093
1684722019.603737,3049,0.21043065190315247
1684722022.1992083,3099,0.21504467725753784
1684722025.6492593,3149,0.22440244257450104
1684722028.152935,3199,0.21553795039653778
1684722031.667293,3249,0.22306421399116516
1684722035.3169167,3299,0.2167140543460846
1684722037.8828359,3349,0.23341131210327148
1684722041.421551,3399,0.21126066148281097
1684722044.9906187,3449,0.22094593942165375
1684722047.486961,3499,0.20900438725948334
1684722051.3077226,3549,0.22377543151378632
1684722053.791976,3599,0.2212657928466797
1684722057.388253,3649,0.22047749161720276
1684722060.906583,3699,0.22081927955150604
1684722063.4656904,3749,0.22702576220035553
1684722066.932893,3799,0.20733246207237244
1684722070.5857482,3849,0.20801697671413422
1684722073.1155462,3899,0.2065207064151764
1684722076.8417158,3949,0.21788504719734192
1684722079.378529,3999,0.21360108256340027
